Metadata: {"arch":"arm64","binary_sha256":"15def4fd8ea90eb175440651d6fc08997dc344597a38d5d41759ea5c3657a42b","binary_size":1806448,"console_log":"println","engine":"dmdscript","repository":"https://github.com/DigitalMars/DMDScript.git","revision":"45a0ba2b11162e90de7e96876289c3020ab208f5","revision_date":"2026-03-03","version":"2.1.3"}
compat-table/es6/well-known.match.String.startsWith.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.match.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.replace.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.search.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.species.Array.concat.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.species.Array.filter.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.species.Array.map.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.species.Array.slice.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.species.Array.splice.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.species.Promise.then.js: ReferenceError: Variable 'Promise' is not defined
compat-table/es6/well-known.species.RegExp.split.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.species.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.split.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.toPrimitive.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.existing-builtins.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): well-known.toStringTag.existing-builtins.js(11) : Error: found '[' instead of statement
compat-table/es6/well-known.toStringTag.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.misc-builtins.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.new-builtins.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): well-known.toStringTag.new-builtins.js(11) : Error: found '[' instead of statement
compat-table/es6/well-known.unscopables.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2016/Array.prototype.includes.generic.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Array.prototype.includes.generic.js(13) : Error: found '0' when expecting ':'
compat-table/es2016/Array.prototype.includes.js: TypeError: Object 1,2,3.includes is undefined and has no Call method
compat-table/es2016/Array.prototype.includes.sparse.js: TypeError: Object .includes is undefined and has no Call method
compat-table/es2016/Array.prototype.includes.typed-array.js: ReferenceError: Variable 'Int8Array' is not defined
compat-table/es2016/exponentiation.assignment.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): exponentiation.assignment.js(10) : Error: expression expected, not '*='
compat-table/es2016/exponentiation.basic.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): exponentiation.basic.js(10) : Error: expression expected, not '*'
compat-table/es2016/exponentiation.unary-negation-error.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): exponentiation.unary-negation-error.js(10) : Error: expression expected, not '*'
compat-table/es2016/misc.Proxy-Array-includes.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2016/misc.Proxy-enumerate-removed.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2016/misc.generator-no-new.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.generator-no-new.js(10) : Error: found '*' when expecting '('
compat-table/es2016/misc.generator-throw-inner.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.generator-throw-inner.js(10) : Error: found '*' when expecting '('
compat-table/es2016/misc.nested-rest-destructuring-decl.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.nested-rest-destructuring-decl.js(10) : Error: identifier expected instead of '['
compat-table/es2016/misc.nested-rest-destructuring-params.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.nested-rest-destructuring-params.js(9) : Error: identifier expected
compat-table/es2016/misc.strict-fn-non-simple-params-error.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.strict-fn-non-simple-params-error.js(9) : Error: identifier expected
compat-table/es2017/Atomics.add.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.and.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.compareExchange.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.exchange.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.isLockFree.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.load.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.notify.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.or.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.store.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.sub.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.wait.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Atomics.xor.js: ReferenceError: Variable 'Atomics' is not defined
compat-table/es2017/Object.entries.js: TypeError: Object function Function() { [native code] }.create is undefined and has no Call method
compat-table/es2017/Object.getOwnPropertyDescriptors.js: TypeError: Object function Function() { [native code] }.defineProperty is undefined and has no Call method
compat-table/es2017/Object.getOwnPropertyDescriptors.no-undefined.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/Object.values.js: TypeError: Object function Function() { [native code] }.create is undefined and has no Call method
compat-table/es2017/SharedArrayBuffer.Symbol.species.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/SharedArrayBuffer.js: failed
compat-table/es2017/SharedArrayBuffer.prototype.Symbol.toStringTag.js: ReferenceError: Variable 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.prototype.byteLength.js: ReferenceError: Variable 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.prototype.slice.js: ReferenceError: Variable 'SharedArrayBuffer' is not defined
compat-table/es2017/String.prototype.padEnd.js: TypeError: String hello.padEnd is undefined and has no Call method
compat-table/es2017/String.prototype.padStart.js: TypeError: String hello.padStart is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: ReferenceError: Variable '__defineGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: TypeError: Undefined undefined.call is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: ReferenceError: Variable '__defineSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: TypeError: Undefined undefined.call is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: ReferenceError: Variable '__lookupGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): annex-b.Object.prototype.__lookupGetter__.js(11) : Error: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): annex-b.Object.prototype.__lookupGetter__.prototype-chain.js(10) : Error: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: TypeError: Object function Function() { [native code] }.create is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: ReferenceError: Variable '__lookupSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): annex-b.Object.prototype.__lookupSetter__.js(11) : Error: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): annex-b.Object.prototype.__lookupSetter__.prototype-chain.js(10) : Error: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: TypeError: Object function Function() { [native code] }.create is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): annex-b.for-in-assignment-non-strict.js(10) : Error: ';' or 'in' expected, not ''
compat-table/es2017/async.Symbol.toStringTag.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.Symbol.toStringTag.js(10) : Error: found 'function' when expecting ','
compat-table/es2017/async.arrow-in-class.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.arrow-in-class.js(48) : Error: found 'class' instead of statement
compat-table/es2017/async.arrow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.arrow.js(45) : Error: expression expected, not '>'
compat-table/es2017/async.await-non-promise.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.await-non-promise.js(45) : Error: found 'function' when expecting ''
compat-table/es2017/async.await-rejection.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.await-rejection.js(45) : Error: found 'function' when expecting ''
compat-table/es2017/async.await.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.await.js(45) : Error: found 'function' when expecting ''
compat-table/es2017/async.constructor.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.constructor.js(45) : Error: found 'function' when expecting ';'
compat-table/es2017/async.methods-class.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.methods-class.js(45) : Error: found 'class' instead of statement
compat-table/es2017/async.methods-object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.methods-object.js(46) : Error: found 'a' when expecting ':'
compat-table/es2017/async.must-await-value.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.must-await-value.js(10) : Error: found 'function' when expecting ';'
compat-table/es2017/async.no-await-in-params.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.no-await-in-params.js(10) : Error: found 'function' when expecting ';'
compat-table/es2017/async.no-line-break.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.no-line-break.js(10) : Error: found 'function' when expecting ';'
compat-table/es2017/async.no-prototype.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.no-prototype.js(10) : Error: found 'function' when expecting ';'
compat-table/es2017/async.prototype-chain.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.prototype-chain.js(10) : Error: found 'function' when expecting ','
compat-table/es2017/async.return.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.return.js(45) : Error: found 'function' when expecting ';'
compat-table/es2017/async.throw.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async.throw.js(45) : Error: found 'function' when expecting ';'
compat-table/es2017/misc.arguments-caller-removed.js: TypeError: Object function Function() { [native code] }.getOwnPropertyDescriptor is undefined and has no Call method
compat-table/es2017/regex.flags.u.case-folding.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2017/trailing-comma.arguments.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): trailing-comma.arguments.js(10) : Error: expression expected, not ''
compat-table/es2017/trailing-comma.params.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): trailing-comma.params.js(10) : Error: identifier expected
compat-table/es2018/Promise.prototype.finally.change-rejection.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Promise.prototype.finally.change-rejection.js(48) : Error: identifier expected following '.', not 'finally'
compat-table/es2018/Promise.prototype.finally.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Promise.prototype.finally.js(61) : Error: identifier expected following '.', not 'finally'
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Promise.prototype.finally.no-change-resolution.js(59) : Error: identifier expected following '.', not 'finally'
compat-table/es2018/async-iterators.for-await-of.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async-iterators.for-await-of.js(58) : Error: found 'function' when expecting ''
compat-table/es2018/async-iterators.generators.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): async-iterators.generators.js(44) : Error: found 'function' when expecting ';'
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.Proxy-ownKeys-duplicate-keys.js(11) : Error: found '(' when expecting ':'
compat-table/es2018/misc.template-literal-revision.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.template-literal-revision.js(16) : Error: unsupported char '`'
compat-table/es2018/object-rest.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): object-rest.js(9) : Error: identifier expected instead of '{'
compat-table/es2018/object-spread.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): object-spread.js(10) : Error: identifier expected
compat-table/es2018/regex.flags.s.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.flags.s.js(10) : Error: found 'const' instead of statement
compat-table/es2018/regex.lookbehind.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): *+? not allowed in atom
compat-table/es2018/regex.named-capture-groups.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): *+? not allowed in atom
compat-table/es2018/regex.unicode-property-escapes.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.js(10) : Error: found 'const' instead of statement
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: failed: undead.regexp.RegExpException@/root/.dub/packages/undead/1.2.0/undead/src/undead/regexp.d(170): unrecognized attribute
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.unicode-12.js(10) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.unicode-13.js(10) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.unicode-14.js(10) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.unicode-15.1.js(10) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.unicode-15.js(10) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.unicode-16.0.js(10) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): regex.unicode-property-escapes.unicode-17.0.js(10) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2019/Array.prototype.flatMap.js: TypeError: Object [object Object],[object Object].flatMap is undefined and has no Call method
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/Array.prototype.flat.js: TypeError: Object 1,2,3,4,5,6.flat is undefined and has no Call method
compat-table/es2019/Object.fromEntries.js: ReferenceError: Variable 'Map' is not defined
compat-table/es2019/String.prototype.trimEnd.js: TypeError: String  	 
compat-table/es2019/String.prototype.trimStart.js: TypeError: String  	 
compat-table/es2019/Symbol.prototype.description.empty.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.undefined.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/annex-b.String.prototype.trimLeft.js: TypeError: String  	 
compat-table/es2019/annex-b.String.prototype.trimRight.js: TypeError: String  	 
compat-table/es2019/misc.Function-toString.Function-constructor.js: failed
compat-table/es2019/misc.Function-toString.arrows.js: SyntaxError: eval(1) : Error: expression expected, not '>'
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: SyntaxError: eval(1) : Error: expression expected, not 'class'
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: SyntaxError: eval(1) : Error: expression expected, not 'class'
compat-table/es2019/misc.Function-toString.computed-names.js: SyntaxError: eval(1) : Error: identifier expected
compat-table/es2019/misc.Function-toString.native-code.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.Function-toString.native-code.js(10) : Error: found 'const' instead of statement
compat-table/es2019/misc.Function-toString.unicode-escapes.js: SyntaxError: eval(1) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2019/misc.JSON-stringify-well-formed.js: failed: std.utf.UTFException@engine/source/dmdscript/utf.d(32): encoding a surrogate code point in UTF-8 (at index 57094)
compat-table/es2019/misc.JSON-superset.line-separator.js: OK
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: OK
compat-table/es2019/misc.optional-catch-binding.await.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.optional-catch-binding.await.js(44) : Error: found 'function' when expecting ''
compat-table/es2019/misc.optional-catch-binding.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.optional-catch-binding.js(12) : Error: found '{' when expecting '('
compat-table/es2019/misc.optional-catch-binding.yield.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): misc.optional-catch-binding.yield.js(9) : Error: found '*' when expecting '('
compat-table/es2020/BigInt64Array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): BigInt64Array.js(12) : Error: found 'n' when expecting ';'
compat-table/es2020/BigInt.asIntN.js: ReferenceError: Variable 'BigInt' is not defined
compat-table/es2020/BigInt.asUintN.js: ReferenceError: Variable 'BigInt' is not defined
compat-table/es2020/BigInt.constructor.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): BigInt.constructor.js(10) : Error: found 'n' when expecting ';'
compat-table/es2020/BigInt.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): BigInt.js(10) : Error: found 'n' when expecting ''
compat-table/es2020/BigUint64Array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): BigUint64Array.js(12) : Error: found 'n' when expecting ';'
compat-table/es2020/DataView.prototype.getBigInt64.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): DataView.prototype.getBigInt64.js(12) : Error: found 'n' when expecting ','
compat-table/es2020/DataView.prototype.getBigUint64.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): DataView.prototype.getBigUint64.js(12) : Error: found 'n' when expecting ','
compat-table/es2020/Promise.allSettled.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Promise.allSettled.js(49) : Error: expression expected, not '>'
compat-table/es2020/String.prototype.matchAll.js: TypeError: String 11a2bb.matchAll is undefined and has no Call method
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: failed
compat-table/es2020/globalThis.descriptor.js: failed
compat-table/es2020/globalThis.js: failed
compat-table/es2020/nullish-coalescing.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): nullish-coalescing.js(10) : Error: expression expected, not '?'
compat-table/es2020/optional-chaining.bracket.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): optional-chaining.bracket.js(12) : Error: expression expected, not '.'
compat-table/es2020/optional-chaining.function-call.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): optional-chaining.function-call.js(14) : Error: expression expected, not '.'
compat-table/es2020/optional-chaining.method-call.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): optional-chaining.method-call.js(12) : Error: expression expected, not '.'
compat-table/es2020/optional-chaining.property.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): optional-chaining.property.js(12) : Error: expression expected, not '.'
compat-table/es2020/optional-chaining.spread-params.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): optional-chaining.spread-params.js(14) : Error: expression expected, not '.'
compat-table/es2021/FinalizationRegistry.js: ReferenceError: Variable 'FinalizationRegistry' is not defined
compat-table/es2021/Promise.any.AggregateError.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Promise.any.AggregateError.js(49) : Error: identifier expected following '.', not 'catch'
compat-table/es2021/Promise.any.fulfillment.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): Promise.any.fulfillment.js(49) : Error: expression expected, not '>'
compat-table/es2021/String.prototype.replaceAll.js: TypeError: String q=query+string+parameters.replaceAll is undefined and has no Call method
compat-table/es2021/WeakRef.js: ReferenceError: Variable 'WeakRef' is not defined
compat-table/es2021/logical-assignment.and.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.and.js(10) : Error: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.and.setter-not-invoked.js(9) : Error: found 'i' when expecting ';'
compat-table/es2021/logical-assignment.and.short-circuit.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.and.short-circuit.js(9) : Error: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.nullish.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.nullish.js(10) : Error: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.nullish.setter-not-invoked.js(9) : Error: found 'i' when expecting ';'
compat-table/es2021/logical-assignment.nullish.short-circuit.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.nullish.short-circuit.js(9) : Error: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.or.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.or.js(10) : Error: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.or.setter-not-invoked.js(9) : Error: found 'i' when expecting ';'
compat-table/es2021/logical-assignment.or.short-circuit.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): logical-assignment.or.short-circuit.js(9) : Error: found 'a' when expecting ';'
compat-table/es2021/numeric-separators.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): numeric-separators.js(9) : Error: found '_000_000' when expecting ';'
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: ReferenceError: Variable 'AggregateError' is not defined
compat-table/es2022/Error.cause.AggregateError.js: ReferenceError: Variable 'AggregateError' is not defined
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: failed
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: failed
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: failed
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: failed
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: failed
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: failed
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: failed
compat-table/es2022/Object.hasOwn.ToObject-first.js: failed
compat-table/es2022/Object.hasOwn.js: TypeError: Object function Function() { [native code] }.hasOwn is undefined and has no Call method
compat-table/es2022/at-method.Array.js: TypeError: Object 1,2,3.at is undefined and has no Call method
compat-table/es2022/at-method.String.js: TypeError: String abc.at is undefined and has no Call method
compat-table/es2022/at-method.TypedArray.js: TypeError: Object Int8Array,Uint8Array,Uint8ClampedArray,Int16Array,Uint16Array,Int32Array,Uint32Array,Float32Array,Float64Array.every is undefined and has no Call method
compat-table/es2022/class-fields.computed-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.computed-instance.js(9) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.computed-static.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.computed-static.js(9) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.instance.parent-scope.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.instance.parent-scope.js(10) : Error: found 'a' when expecting ';'
compat-table/es2022/class-fields.private-instance.initializers.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.private-instance.initializers.js(9) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.private-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.private-instance.js(10) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.private-instance.optional-access.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.private-instance.optional-access.js(9) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.private-instance.optional-deep-access.js(9) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.private-static.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.private-static.js(10) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.public-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.public-instance.js(10) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.public-static.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.public-static.js(10) : Error: found 'class' instead of statement
compat-table/es2022/class-fields.static.define.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): class-fields.static.define.js(9) : Error: expression expected, not 'class'
